250 180 2
0 0 2
1 0 2
2 0 2
3 0 4
4 0 0
5 0 0
6 0 0
7 0 0
8 0 0
9 0 0
10 0 0
11 0 0
12 0 0
13 0 0
14 0 0
15 0 0
16 0 0
17 0 4
18 0 0
19 0 2
20 0 2
21 0 2
22 0 2
23 0 2
24 0 2
25 0 2
26 0 2
27 0 2
28 0 2
29 0 2
30 0 2
31 0 2
32 0 2
33 0 4
34 0 2
35 0 2
36 0 2
37 0 2
38 0 1
39 0 2
40 0 2
41 0 2
42 0 2
43 0 3
44 0 4
45 0 3
46 0 3
47 0 3
48 0 2
49 0 2
50 0 2
51 0 2
52 0 4
53 0 1
54 0 1
55 0 1
56 0 2
57 0 2
58 0 2
59 0 2
60 0 2
61 0 2
62 0 2
63 0 4
64 0 2
65 0 2
66 0 2
67 0 2
68 0 4
69 0 2
70 0 2
71 0 2
72 0 2
73 0 2
74 0 2
75 0 2
76 0 2
77 0 4
78 0 1
79 0 2
80 0 2
81 0 2
82 0 4
83 0 2
84 0 2
85 0 2
86 0 2
87 0 2
88 0 2
89 0 4
90 0 2
91 0 2
92 0 2
93 0 2
94 0 2
95 0 2
96 0 2
97 0 2
98 0 2
99 0 2
100 0 2
101 0 2
102 0 4
103 0 2
104 0 2
105 0 2
106 0 2
107 0 0
108 0 0
109 0 0
110 0 0
111 0 0
112 0 0
113 0 0
114 0 0
115 0 0
116 0 0
117 0 0
118 0 0
119 0 0
120 0 0
121 0 0
122 0 0
123 0 0
124 0 0
125 0 2
126 0 2
127 0 2
128 0 2
129 0 2
130 0 2
131 0 2
132 0 2
133 0 2
134 0 2
135 0 2
136 0 2
137 0 2
138 0 1
139 0 2
140 0 2
141 0 2
142 0 2
143 0 2
144 0 2
145 0 2
146 0 2
147 0 2
148 0 2
149 0 2
150 0 2
151 0 2
152 0 2
153 0 2
154 0 2
155 0 2
156 0 2
157 0 2
158 0 2
159 0 2
160 0 2
161 0 2
162 0 2
163 0 2
164 0 2
165 0 2
166 0 2
167 0 2
168 0 3
169 0 3
170 0 3
171 0 2
172 0 2
173 0 2
174 0 2
175 0 2
176 0 2
177 0 2
178 0 2
179 0 2
180 0 2
181 0 2
182 0 2
183 0 2
184 0 2
185 0 2
186 0 2
187 0 2
188 0 2
189 0 2
190 0 2
191 0 2
192 0 2
193 0 2
194 0 2
195 0 2
196 0 2
197 0 2
198 0 2
199 0 2
200 0 2
201 0 2
202 0 1
203 0 2
204 0 2
205 0 2
206 0 2
207 0 2
208 0 2
209 0 2
210 0 2
211 0 2
212 0 2
213 0 2
214 0 2
215 0 2
216 0 2
217 0 2
218 0 2
219 0 2
220 0 2
221 0 2
222 0 2
223 0 2
224 0 2
225 0 2
226 0 1
227 0 2
228 0 2
229 0 2
230 0 2
231 0 2
232 0 2
233 0 2
234 0 2
235 0 2
236 0 2
